,speed,label,position,diameter,BPFI,BPFO,FTF,BSF,dominant_fault
0,1797.0,OR,3,7,0.019665875,0.003941243,0.0075772917,0.0032008332,BPFI
1,1797.0,OR,3,7,0.012491121,0.0032447546,0.0064196573,0.004881279,BPFI
2,1797.0,OR,3,7,0.00946588,0.0032146971,0.0069865994,0.0027951624,BPFI
3,1797.0,OR,3,7,0.010514186,0.0034797757,0.008410598,0.003639263,BPFI
4,1797.0,B,,14,0.0028703802,0.0024001729,0.005014784,0.001963862,FTF
5,1797.0,B,,14,0.0023890405,0.0023370748,0.0026244144,0.0021994056,FTF
6,1797.0,B,,14,0.0021343094,0.0016033328,0.003606166,0.0016383138,FTF
7,1797.0,B,,14,0.008026705,0.0039249407,0.022278389,0.0057750456,FTF
8,1797.0,B,,14,0.0023519993,0.0017415077,0.0059934137,0.0021768953,FTF
9,1797.0,B,3,14,0.0022222113,0.0017349211,0.005476923,0.0015833053,FTF
10,1797.0,OR,3,14,0.0007254138,0.000625548,0.0013090031,0.00050920015,FTF
11,1797.0,OR,3,14,0.0011056161,0.00076627586,0.0030549676,0.00029054988,FTF
12,1797.0,OR,3,14,0.0008300046,0.0005477623,0.0017952638,0.00067010394,FTF
13,1797.0,OR,,14,0.0009190742,0.00083139975,0.0025603275,0.001214338,FTF
14,1797.0,OR,3,14,0.0007096717,0.0006346391,0.0027603246,0.0021768846,FTF
15,1797.0,B,,21,0.0026592324,0.0014966668,0.021059303,0.005533688,FTF
16,1797.0,B,,21,0.0020233744,0.00079846685,0.003503993,0.006906763,BSF
17,1797.0,B,,21,0.0019461287,0.00038932977,0.010206671,0.004462336,FTF
18,1797.0,B,,21,0.0014823183,0.0014740844,0.0064735967,0.0030719482,FTF
19,1797.0,B,6,21,0.0017022869,0.0010578424,0.005573178,0.0042223316,FTF
20,1797.0,OR,6,21,0.0022048661,0.00551121,0.0028702666,0.0018311599,BPFO
21,1797.0,OR,6,21,0.0016052431,0.005737502,0.002353772,0.00136037,BPFO
22,1797.0,OR,6,21,0.0020229297,0.005209633,0.0019381932,0.0013451078,BPFO
23,1797.0,OR,,21,0.0021719118,0.0069572963,0.0031179625,0.0010881234,BPFO
24,1797.0,OR,6,21,0.0017284728,0.006299599,0.0026049982,0.0012379537,BPFO
25,1797.0,B,,7,0.0034620012,0.0012526214,0.0037159582,0.0023335083,FTF
26,1797.0,B,,7,0.003222563,0.0013276399,0.0032303103,0.0022948459,FTF
27,1797.0,B,,7,0.0029182327,0.0018105911,0.0043804324,0.003564884,FTF
28,1797.0,B,,7,0.0035553041,0.0013077827,0.002329694,0.003591391,BSF
29,1797.0,IR,,21,0.0027121755,0.00031651213,0.0003191289,0.0034345624,BSF
30,1797.0,IR,,21,0.0044980426,0.00033426794,0.0002540465,0.003635132,BPFI
31,1797.0,IR,,21,0.0043588774,0.00022135193,0.00016228438,0.0044135666,BSF
32,1797.0,IR,,21,0.003881276,0.0006826967,0.0005478073,0.0034902105,BPFI
33,1797.0,Normal,,,0.0031210533,0.0014288337,0.005071463,0.0030100076,FTF
34,1797.0,Normal,,,0.0032108577,0.002146496,0.0069505894,0.004453359,FTF
35,1797.0,Normal,,,0.0040314426,0.001980958,0.004786612,0.0035045557,FTF
36,1797.0,Normal,,,0.003990904,0.0012293159,0.0066926647,0.0035899426,FTF
37,1797.0,Normal,,,0.0035499176,0.001600319,0.005193564,0.005317073,BSF
38,1797.0,Normal,,,0.004277982,0.0015010796,0.006942714,0.0029325944,FTF
39,1797.0,Normal,,,0.0035025952,0.0013522272,0.004644629,0.004400506,FTF
40,1797.0,Normal,,,0.003967632,0.0015062622,0.0058778264,0.0025460755,FTF
41,1797.0,Normal,6,,0.004388755,0.0014104065,0.008300293,0.0029949353,FTF
42,1797.0,OR,6,7,0.0016826699,0.0017405404,0.002627762,0.0009338054,FTF
43,1797.0,OR,6,7,0.0016054988,0.0014863822,0.0036446017,0.00079542183,FTF
44,1797.0,OR,6,7,0.0019497965,0.0023843646,0.0026894368,0.0008716988,FTF
45,1797.0,OR,,7,0.0017218976,0.00096712715,0.0030534777,0.0009796072,FTF
46,1797.0,OR,6,7,0.0015987632,0.0018050664,0.0030490644,0.0011035758,FTF
47,1797.0,IR,,14,0.0044866037,0.001589625,0.009937537,0.006458091,FTF
48,1797.0,IR,,14,0.0034673372,0.0021042505,0.007946019,0.0009871521,FTF
49,1797.0,IR,,14,0.0017679128,0.0018214212,0.009993982,0.0008885423,FTF
50,1797.0,IR,,14,0.0036743637,0.0022799266,0.009559345,0.0016290937,FTF
51,1797.0,IR,6,14,0.0025713556,0.0019166291,0.00921715,0.00083433656,FTF
52,1797.0,OR,6,14,0.0015626788,0.003922494,0.0020795374,0.0007406995,BPFO
53,1797.0,OR,6,14,0.001707633,0.004237663,0.0018603,0.0010343002,BPFO
54,1797.0,OR,6,14,0.0018461153,0.004382451,0.0021401327,0.0012258054,BPFO
55,1797.0,OR,12,14,0.0014278166,0.00533331,0.0017853605,0.0010989498,BPFO
56,1797.0,OR,6,14,0.0013399835,0.0054960162,0.0014512523,0.0012651295,BPFO
57,1797.0,OR,12,7,0.004936985,0.0025898968,0.0039041152,0.0024996623,BPFI
58,1797.0,OR,12,7,0.007033215,0.0033714746,0.006162992,0.0047206143,BPFI
59,1797.0,OR,12,7,0.0070056207,0.0034686346,0.006871812,0.0038647135,BPFI
60,1797.0,OR,12,7,0.006174097,0.0032496408,0.0042506084,0.004556259,BPFI
61,1797.0,OR,,7,0.00613236,0.003532493,0.0049275,0.0032444077,BPFI
62,1797.0,IR,,7,0.0037568398,0.00047908284,0.00084257306,0.008383082,BSF
63,1797.0,IR,,7,0.0027575076,0.0005409006,0.00094468275,0.004951119,BSF
64,1797.0,IR,,7,0.0027770891,0.0003838608,0.0013600594,0.011851601,BSF
65,1797.0,IR,,7,0.0040014707,0.0005393872,0.0011337278,0.00729339,BSF
66,1730.0,B,,14,0.0025491198,0.0014670432,0.005452319,0.0016791774,FTF
67,1730.0,B,,14,0.002824423,0.0017556965,0.0057088872,0.0025326433,FTF
68,1730.0,B,,14,0.0024633133,0.0015170614,0.004856127,0.0026500614,FTF
69,1730.0,B,,14,0.002333207,0.00071235147,0.0038624594,0.0027556862,FTF
70,1730.0,B,3,14,0.0023830612,0.0013118534,0.0042398334,0.0037520777,FTF
71,1730.0,OR,3,7,0.005406665,0.0056264517,0.008052557,0.005155263,FTF
72,1730.0,OR,3,7,0.0049333014,0.0050950567,0.00843037,0.004934147,FTF
73,1730.0,OR,3,7,0.00409607,0.0047930805,0.007709813,0.0047001475,FTF
74,1730.0,OR,3,7,0.0049002585,0.005024088,0.008814151,0.00482834,FTF
75,1730.0,OR,3,14,0.0010049028,0.0025765854,0.0018642972,0.001667807,BPFO
76,1730.0,OR,3,14,0.0010673102,0.0027196093,0.002649274,0.0017721722,BPFO
77,1730.0,OR,3,14,0.0014854012,0.0019209769,0.0033859063,0.0034991498,BSF
78,1730.0,OR,3,14,0.0009878593,0.0022171324,0.0031122575,0.0021522339,FTF
79,1730.0,OR,3,21,0.0022576123,0.0019460014,0.0027033198,0.0035925116,BSF
80,1730.0,OR,3,21,0.0024749932,0.0011903185,0.0023491362,0.0017301798,BPFI
81,1730.0,OR,3,21,0.0033619402,0.002536701,0.003139522,0.007088748,BSF
82,1730.0,OR,,21,0.0017062315,0.0040201917,0.001716132,0.004786497,BSF
83,1730.0,OR,3,21,0.00183419,0.0041524135,0.0024408402,0.0038122397,BPFO
84,1730.0,IR,,7,0.0019409442,0.00044492196,0.0003100574,0.0022163247,BSF
85,1730.0,IR,,7,0.0014086437,0.00057796366,0.00053583423,0.0017081369,BSF
86,1730.0,IR,,7,0.0014077199,0.0016575329,0.00064465526,0.0041001914,BSF
87,1730.0,IR,,7,0.0023003535,0.0006466922,0.0002776579,0.0010442694,BPFI
88,1730.0,Normal,,,0.0059642913,0.004380319,0.0072528413,0.007835785,BSF
89,1730.0,Normal,,,0.013542606,0.004924123,0.0071713263,0.013883841,BSF
90,1730.0,Normal,,,0.008646273,0.005166027,0.0053948597,0.012616534,BSF
91,1730.0,Normal,,,0.011880262,0.0052182046,0.0047979984,0.0070338314,BPFI
92,1730.0,Normal,,,0.014522352,0.002694439,0.011674201,0.011795895,BPFI
93,1730.0,Normal,,,0.0107114585,0.0042783897,0.0047479016,0.015108355,BSF
94,1730.0,Normal,,,0.00633078,0.0046940325,0.006185273,0.011410975,BSF
95,1730.0,Normal,,,0.0044437055,0.0039941724,0.004806685,0.0076705646,BSF
96,1730.0,Normal,,,0.00638591,0.0028207568,0.0042563095,0.012464787,BSF
97,1730.0,Normal,,,0.008678408,0.0057078195,0.0034269732,0.006713815,BPFI
98,1730.0,Normal,,,0.01492078,0.003395148,0.0072789877,0.010411156,BPFI
99,1730.0,Normal,,,0.011817289,0.006125958,0.00439887,0.009596018,BPFI
100,1730.0,Normal,,,0.0066677667,0.0058476776,0.0062711984,0.011934926,BSF
101,1730.0,Normal,,,0.01003973,0.0025166809,0.0069252355,0.00992605,BPFI
102,1730.0,Normal,,,0.007984643,0.003310017,0.005878805,0.012895266,BSF
103,1730.0,Normal,,,0.008101937,0.014253552,0.0044287257,0.011432127,BPFO
104,1730.0,Normal,,,0.010083043,0.002757446,0.0046710214,0.009851761,BPFI
105,1730.0,Normal,,,0.006644758,0.0026853217,0.0047824746,0.004246568,BPFI
106,1730.0,IR,,14,0.008445825,0.0014934604,0.02167625,0.015369724,FTF
107,1730.0,IR,,14,0.0060266894,0.0016554912,0.014285822,0.011399005,FTF
108,1730.0,IR,,14,0.006801445,0.0022084732,0.022489473,0.005973493,FTF
109,1730.0,IR,,14,0.012814657,0.0013581156,0.019999348,0.015447769,FTF
110,1730.0,IR,12,14,0.010403096,0.0013370202,0.023339473,0.009569227,FTF
111,1730.0,OR,12,7,0.004000444,0.0035223153,0.004262901,0.0051150145,BSF
112,1730.0,OR,12,7,0.0028239754,0.0027502042,0.005827681,0.004554839,FTF
113,1730.0,OR,12,7,0.004202405,0.0037726127,0.0056272154,0.0051931697,FTF
114,1730.0,OR,12,7,0.004413851,0.004188332,0.006478996,0.00460809,FTF
115,1730.0,OR,,7,0.003835662,0.0037676804,0.0058801523,0.0038986614,FTF
116,1730.0,B,,7,0.00397156,0.003207327,0.0024523016,0.001847447,BPFI
117,1730.0,B,,7,0.007620335,0.0050201984,0.0035634825,0.0037930273,BPFI
118,1730.0,B,,7,0.0033202963,0.0020965473,0.001742382,0.0019598445,BPFI
119,1730.0,B,,7,0.004325171,0.0041892314,0.0041039777,0.003331612,BPFI
120,1730.0,B,,21,0.0014701759,0.001392469,0.012576778,0.0028597806,FTF
121,1730.0,B,,21,0.00094427477,0.0011227309,0.009183859,0.0015734019,FTF
122,1730.0,B,,21,0.0012458235,0.001601278,0.00637054,0.0022097218,FTF
123,1730.0,B,,21,0.0012138356,0.0015023474,0.011460636,0.0023082828,FTF
124,1730.0,B,6,21,0.0016522229,0.0011205053,0.014298193,0.0019542861,FTF
125,1730.0,OR,6,7,0.0012542225,0.00043518312,0.0035150063,0.0011184547,FTF
126,1730.0,OR,6,7,0.0008715128,0.0007239405,0.005130526,0.0017509813,FTF
127,1730.0,OR,6,7,0.0008620868,0.00040572663,0.0039431574,0.0012704737,FTF
128,1730.0,OR,,7,0.0009008765,0.0011351913,0.009686047,0.0012730445,FTF
129,1730.0,OR,6,7,0.00080675184,0.00038105863,0.007239727,0.0012556356,FTF
130,1730.0,IR,,21,0.0012889324,0.00070533645,0.0014657447,0.0056212717,BSF
131,1730.0,IR,,21,0.002698178,0.0006554109,0.002361754,0.0045221583,BSF
132,1730.0,IR,,21,0.002110298,0.0010534244,0.002890337,0.0031098097,BSF
133,1730.0,IR,,21,0.0015079802,0.0008161993,0.0015624515,0.0054970775,BSF
134,1730.0,IR,3,21,0.0017311792,0.001081103,0.0017752168,0.0053559616,BSF
135,1772.0,OR,3,14,0.0015711036,0.0011678408,0.0037300885,0.0023075722,FTF
136,1772.0,OR,3,14,0.001288184,0.0060407263,0.0073412363,0.0022710122,FTF
137,1772.0,OR,3,14,0.00091435754,0.0035320637,0.0031986125,0.0023075757,BPFO
138,1772.0,OR,12,14,0.0010670291,0.0033399127,0.004522144,0.0021577314,FTF
139,1772.0,OR,3,14,0.0008511778,0.0021703658,0.0052369703,0.0014672235,FTF
140,1772.0,OR,12,7,0.0041357353,0.004017688,0.0050657424,0.0031166542,FTF
141,1772.0,OR,12,7,0.0023874717,0.0020543388,0.0029167559,0.0011287733,FTF
142,1772.0,OR,12,7,0.0050002257,0.0043943487,0.0048814537,0.0033858323,BPFI
143,1772.0,OR,12,7,0.0053137923,0.0050834934,0.006778956,0.0061215777,FTF
144,1772.0,OR,3,7,0.006308946,0.005518893,0.006705689,0.0035063797,FTF
145,1772.0,OR,3,7,0.0058103055,0.006873897,0.008341603,0.004891755,FTF
146,1772.0,OR,3,7,0.006410352,0.006558862,0.008562844,0.004810822,FTF
147,1772.0,OR,3,7,0.006984636,0.0071463594,0.0073650475,0.0055789156,FTF
148,1772.0,OR,,7,0.005791514,0.0052335197,0.008770156,0.004651698,FTF
149,1772.0,OR,3,7,0.007175596,0.006103079,0.008664441,0.005044673,FTF
150,1772.0,B,,21,0.002169169,0.005493807,0.0046755522,0.0032636684,BPFO
151,1772.0,B,,21,0.001499331,0.0013582706,0.003591717,0.0011436079,FTF
152,1772.0,B,,21,0.0016594917,0.001411475,0.00076326536,0.00096775644,BPFI
153,1772.0,B,,21,0.0027272336,0.008243736,0.008656548,0.0040312754,FTF
154,1772.0,B,6,21,0.0021194916,0.00874739,0.010077263,0.0034461198,FTF
155,1772.0,OR,6,7,0.002779481,0.0008136787,0.00502641,0.0035610981,FTF
156,1772.0,OR,6,7,0.0033773894,0.001027869,0.0071885674,0.0037915765,FTF
157,1772.0,OR,6,7,0.0021736042,0.0011551309,0.006924784,0.0038236803,FTF
158,1772.0,OR,,7,0.0015088081,0.002346814,0.004950432,0.0036513743,FTF
159,1772.0,OR,6,7,0.0020262008,0.000892056,0.0052182293,0.0046712453,FTF
