,speed,label,position,diameter,BPFI,BPFO,FTF,BSF,dominant_fault
0,1797.0,OR,3,7,0.0048387074,0.0026580994,0.0061983666,0.005159159,FTF
1,1797.0,OR,3,7,0.006068988,0.0020767988,0.005919287,0.005245798,BPFI
2,1797.0,OR,3,7,0.0067601623,0.002039861,0.0031316176,0.006319772,BPFI
3,1797.0,OR,3,7,0.005690794,0.0021938097,0.005258491,0.0067875446,BSF
4,1797.0,B,,14,0.00095740485,0.00036349718,0.00031044547,0.0016460757,BSF
5,1797.0,B,,14,0.000757359,0.00016147415,0.0002930091,0.001563907,BSF
6,1797.0,B,,14,0.0003844646,0.0002223806,0.00042904203,0.0012456649,BSF
7,1797.0,B,,14,0.0008420113,0.00041475202,0.00033640154,0.0022153386,BSF
8,1797.0,B,,14,0.0005384367,0.00019890223,0.0005551755,0.0018419588,BSF
9,1797.0,B,3,14,0.0005928137,0.0003454446,0.000441193,0.0017401065,BSF
10,1797.0,OR,3,14,0.0016331744,0.0014267503,0.0012225562,0.0009639507,BPFI
11,1797.0,OR,3,14,0.0014437649,0.0017248028,0.0008726733,0.00093234517,BPFO
12,1797.0,OR,3,14,0.0019366231,0.0017368332,0.0009091502,0.0014497266,BPFI
13,1797.0,OR,,14,0.0022591348,0.0017151956,0.0014591287,0.002319092,BSF
14,1797.0,OR,3,14,0.0016344734,0.0017529198,0.00070757745,0.002677403,BSF
15,1797.0,B,,21,0.002743429,0.0010806862,0.0029848823,0.019035745,BSF
16,1797.0,B,,21,0.0027138637,0.0012922563,0.002328037,0.01935924,BSF
17,1797.0,B,,21,0.0023412243,0.0008825239,0.001590583,0.0152456295,BSF
18,1797.0,B,,21,0.0030557062,0.0011372629,0.0043048295,0.01158234,BSF
19,1797.0,B,6,21,0.0030200141,0.001152083,0.00306902,0.010976786,BSF
20,1797.0,OR,6,21,0.0020306257,0.006881264,0.00017295108,0.0029007492,BPFO
21,1797.0,OR,6,21,0.0009565499,0.0049628043,0.00013645015,0.0005828402,BPFO
22,1797.0,OR,6,21,0.003351241,0.0064469147,0.00015330351,0.0011355107,BPFO
23,1797.0,OR,,21,0.0012049169,0.0065095196,0.00016136041,0.0019642639,BPFO
24,1797.0,OR,6,21,0.00086144754,0.0062453784,0.00017664008,0.00088522566,BPFO
25,1797.0,B,,7,0.0031050441,0.0008732205,0.0020559393,0.0029535678,BPFI
26,1797.0,B,,7,0.003218932,0.00081081665,0.0018333823,0.0026132024,BPFI
27,1797.0,B,,7,0.0030484768,0.0009930618,0.002043869,0.0034020785,BSF
28,1797.0,B,,7,0.0041232496,0.0006606645,0.00063765986,0.001994012,BPFI
29,1797.0,IR,,21,0.004947832,0.00062815263,0.0016859622,0.0065645813,BSF
30,1797.0,IR,,21,0.010036924,0.0004860613,0.001192535,0.009761483,BPFI
31,1797.0,IR,,21,0.011009707,0.0005469937,0.001740197,0.013099365,BSF
32,1797.0,IR,,21,0.00557903,0.0006970285,0.00055819505,0.0063187876,BSF
33,1797.0,Normal,,,0.0066558816,0.0013309425,0.011811806,0.0023506559,FTF
34,1797.0,Normal,,,0.006687234,0.0016188725,0.011876409,0.0051073954,FTF
35,1797.0,Normal,,,0.0062920987,0.0017408286,0.008125815,0.0030202682,FTF
36,1797.0,Normal,,,0.0073465654,0.0012818936,0.014121647,0.0036699036,FTF
37,1797.0,Normal,,,0.0058431095,0.001529002,0.01120282,0.008569661,FTF
38,1797.0,Normal,,,0.0071551655,0.0014568235,0.010108343,0.0036903685,FTF
39,1797.0,Normal,,,0.007036106,0.0011862903,0.00908503,0.0059115835,FTF
40,1797.0,Normal,,,0.006940383,0.0015008852,0.009293101,0.0027138721,FTF
41,1797.0,Normal,6,,0.0074886885,0.0019378462,0.011034951,0.0024001393,FTF
42,1797.0,OR,6,7,0.003924334,0.00241148,0.00067997386,0.0015861947,BPFI
43,1797.0,OR,6,7,0.004516867,0.002379353,0.0010046572,0.0025705295,BPFI
44,1797.0,OR,6,7,0.0056467284,0.0027966269,0.000602042,0.0021195586,BPFI
45,1797.0,OR,,7,0.0069407006,0.0016764698,0.00046332786,0.0036719001,BPFI
46,1797.0,OR,6,7,0.0059036696,0.0018435362,0.00053939933,0.0035440985,BPFI
47,1797.0,IR,,14,0.00514333,0.0005229229,0.0009222417,0.0009569352,BPFI
48,1797.0,IR,,14,0.0026737058,0.00055870536,0.0010968505,0.00212543,BPFI
49,1797.0,IR,,14,0.002135772,0.000485919,0.0010076204,0.0020540853,BPFI
50,1797.0,IR,,14,0.0038029496,0.000594065,0.0011354827,0.0013505864,BPFI
51,1797.0,IR,6,14,0.004797087,0.0006679158,0.001250531,0.0021553074,BPFI
52,1797.0,OR,6,14,0.00043525515,0.0045509934,0.0023076236,0.0001786578,BPFO
53,1797.0,OR,6,14,0.00045567213,0.0036573913,0.0038510594,0.0006629771,FTF
54,1797.0,OR,6,14,0.00038473247,0.0050679054,0.0013407074,0.00032940783,BPFO
55,1797.0,OR,12,14,0.0003924357,0.004263314,0.0012639776,0.0002670639,BPFO
56,1797.0,OR,6,14,0.0004019152,0.004536369,0.0009860675,0.00023417699,BPFO
57,1797.0,OR,12,7,0.005624825,0.0018116499,0.0028811228,0.005805118,BSF
58,1797.0,OR,12,7,0.0053447527,0.00240503,0.005249777,0.009359985,BSF
59,1797.0,OR,12,7,0.005661406,0.0022029025,0.0038814095,0.008462099,BSF
60,1797.0,OR,12,7,0.0054922625,0.0017663802,0.0024695692,0.0063154264,BSF
61,1797.0,OR,,7,0.005676439,0.0014751287,0.002662808,0.007222958,BSF
62,1797.0,IR,,7,0.0036794746,0.00071440544,0.0012464131,0.0019478551,BPFI
63,1797.0,IR,,7,0.0024270825,0.0008189315,0.0010057099,0.0027780724,BSF
64,1797.0,IR,,7,0.003206269,0.001097892,0.0015595593,0.004681625,BSF
65,1797.0,IR,,7,0.003977856,0.0007179028,0.0012003065,0.0024358002,BPFI
66,1730.0,B,,14,0.00090371515,0.0010876501,0.0005066259,0.0007787512,BPFO
67,1730.0,B,,14,0.0023550375,0.0012670173,0.00046000542,0.00055728137,BPFI
68,1730.0,B,,14,0.0011253228,0.0015800198,0.0005580031,0.00068313425,BPFO
69,1730.0,B,,14,0.0012227248,0.0007928365,0.00064093224,0.0006647136,BPFI
70,1730.0,B,3,14,0.0013473704,0.00067314977,0.0005441661,0.00062493316,BPFI
71,1730.0,OR,3,7,0.0030190365,0.002444351,0.0038776472,0.0022283467,FTF
72,1730.0,OR,3,7,0.003448393,0.004050391,0.0035124246,0.0026134774,BPFO
73,1730.0,OR,3,7,0.003417829,0.0032322418,0.0036535338,0.0033913106,FTF
74,1730.0,OR,3,7,0.0040354785,0.0034334073,0.0040246956,0.0026701847,BPFI
75,1730.0,OR,3,14,0.0011480489,0.0028962619,0.0009116769,0.0039520324,BSF
76,1730.0,OR,3,14,0.0015457642,0.0018898369,0.0009932823,0.0040371027,BSF
77,1730.0,OR,3,14,0.0010168288,0.0022066166,0.000829289,0.0055818763,BSF
78,1730.0,OR,3,14,0.0011823303,0.002576564,0.0009783676,0.0035834175,BSF
79,1730.0,OR,3,21,0.0023086448,0.0028492864,0.0013995656,0.0028537654,BSF
80,1730.0,OR,3,21,0.0024501744,0.0018875401,0.0020089673,0.0025584118,BSF
81,1730.0,OR,3,21,0.0017974018,0.002449348,0.002451716,0.002842632,BSF
82,1730.0,OR,,21,0.0017879066,0.0027711305,0.002437336,0.0033702173,BSF
83,1730.0,OR,3,21,0.0016116234,0.0016877425,0.00205625,0.0030808342,BSF
84,1730.0,IR,,7,0.013816725,0.0012455117,0.0012980279,0.0063271276,BPFI
85,1730.0,IR,,7,0.0029231876,0.0013058031,0.0012408943,0.001579311,BPFI
86,1730.0,IR,,7,0.00514459,0.0010776931,0.0015039872,0.010109954,BSF
87,1730.0,IR,,7,0.005566314,0.0009482396,0.00067669124,0.0025817014,BPFI
88,1730.0,Normal,,,0.00431461,0.00677284,0.013286744,0.009981222,FTF
89,1730.0,Normal,,,0.0076352144,0.0051909857,0.010295401,0.011229534,BSF
90,1730.0,Normal,,,0.011377408,0.012833474,0.01272573,0.013797431,BSF
91,1730.0,Normal,,,0.008078108,0.012022641,0.011130326,0.01086179,BPFO
92,1730.0,Normal,,,0.008019631,0.0049012373,0.013729701,0.012178866,FTF
93,1730.0,Normal,,,0.010382185,0.0066240565,0.009414818,0.012587893,BSF
94,1730.0,Normal,,,0.0076322663,0.009212241,0.011795287,0.012461787,BSF
95,1730.0,Normal,,,0.0047566434,0.011043935,0.010246442,0.010457787,BPFO
96,1730.0,Normal,,,0.003005696,0.009902864,0.008472802,0.011678168,BSF
97,1730.0,Normal,,,0.0122503685,0.008930352,0.008117286,0.010507831,BPFI
98,1730.0,Normal,,,0.01244211,0.0066582537,0.010484289,0.0071677486,BPFI
99,1730.0,Normal,,,0.009536451,0.014929208,0.006695009,0.008957086,BPFO
100,1730.0,Normal,,,0.0062422897,0.010070048,0.013959762,0.0106217535,FTF
101,1730.0,Normal,,,0.0081271585,0.006013456,0.009682086,0.011372246,BSF
102,1730.0,Normal,,,0.007951488,0.007058087,0.010657376,0.01359576,BSF
103,1730.0,Normal,,,0.008312395,0.022472106,0.008742102,0.015832417,BPFO
104,1730.0,Normal,,,0.007001368,0.006792974,0.010839043,0.010919643,BSF
105,1730.0,Normal,,,0.009247211,0.0069118026,0.012530426,0.009150704,FTF
106,1730.0,IR,,14,0.0065608867,0.0009237609,0.0016110837,0.0018534273,BPFI
107,1730.0,IR,,14,0.007995139,0.0015776795,0.0016177729,0.0012789314,BPFI
108,1730.0,IR,,14,0.007020394,0.0010547949,0.0011649836,0.0017265704,BPFI
109,1730.0,IR,,14,0.010369242,0.0020629484,0.0015494858,0.0015173478,BPFI
110,1730.0,IR,12,14,0.011098666,0.0030210852,0.0012771847,0.0014563861,BPFI
111,1730.0,OR,12,7,0.003873541,0.0033705623,0.0014214639,0.0054379753,BSF
112,1730.0,OR,12,7,0.0026919933,0.003863777,0.005250945,0.006019394,BSF
113,1730.0,OR,12,7,0.0030490684,0.0034136744,0.0032406813,0.0054317056,BSF
114,1730.0,OR,12,7,0.0028653946,0.0046189087,0.0037518018,0.0056794616,BSF
115,1730.0,OR,,7,0.0022376953,0.0043578735,0.004880122,0.006069288,BSF
116,1730.0,B,,7,0.0037728373,0.0016683758,0.0005323933,0.0025251077,BPFI
117,1730.0,B,,7,0.0036148443,0.0009508456,0.000600835,0.0030524759,BPFI
118,1730.0,B,,7,0.0037664229,0.0012030561,0.00074880425,0.0024066588,BPFI
119,1730.0,B,,7,0.0035200687,0.0015453068,0.0009048257,0.0013972775,BPFI
120,1730.0,B,,21,0.0022031425,0.0014610266,0.002474511,0.0014133704,FTF
121,1730.0,B,,21,0.0015694611,0.001406531,0.002025297,0.003153994,BSF
122,1730.0,B,,21,0.0018047326,0.0013645526,0.0013631474,0.004011298,BSF
123,1730.0,B,,21,0.0017687771,0.0014064702,0.0023787739,0.0038769746,BSF
124,1730.0,B,6,21,0.0016545024,0.00142954,0.0018235057,0.0033828565,BSF
