epoch,train_loss,valid_loss
1,0.0005736153079043988,0.0005788016417358156
2,0.000574849745412411,0.0005792216334261814
3,0.0005799507770352929,0.0005829437169508645
4,0.0005744116617461962,0.0005873018422768848
5,0.0005725750410398936,0.0005849860384444781
6,0.0005736954583364815,0.0005838614386699066
7,0.0005774353235860222,0.0005872047077409452
8,0.0005797786709158519,0.0005799309091626441
9,0.0005763492774075387,0.0005708239482844185
10,0.0005747551008794658,0.0005738774174690546
11,0.0005739376179938669,0.0005841229051410424
12,0.0005725248401349008,0.0005705738647562591
13,0.0005722698527114092,0.000577750943946363
14,0.000576881379593419,0.0005783754828768708
15,0.0005763993733589498,0.0005788191672596524
16,0.0005738649063997158,0.0005835371059178235
17,0.0005758830557872171,0.0005711806190719336
18,0.0005792521625086594,0.0005761397398349926
19,0.0005768612072116274,0.0005912470742364297
20,0.0005778335888297423,0.0005801074884580342
21,0.0005786098134398287,0.0005694576207917698
22,0.0005752642626171162,0.0005818184088158218
23,0.0005751955085820572,0.0005753097218399782
24,0.0005766053516736872,0.0005842351030836674
25,0.0005742923759326741,0.0005786656860353147
26,0.0005793957959237585,0.0005910316222593531
27,0.0005769718513225339,0.0005730991295255164
28,0.0005749061215546658,0.000576471847324129
29,0.0005755223089206108,0.000587472942023506
30,0.0005769270388400506,0.0005722481368682293
31,0.0005767538813868732,0.0005856063752167527
32,0.0005736366287637934,0.0005764675663848376
33,0.0005767579413150369,0.0005734829210686958
34,0.0005774450090373992,0.0005709897146704767
35,0.0005782044791116678,0.0005760468297033174
36,0.000575340401159211,0.0005792014651407285
37,0.000576607436867625,0.000567258846137844
38,0.0005750032309235997,0.000584234789966595
39,0.0005755808693671448,0.0005711820551954295
40,0.0005751824651217325,0.000577695791518594
41,0.0005782836750167706,0.0005774728417926436
42,0.0005730932939601666,0.0005787387607356897
43,0.0005768827078068399,0.0005779770348788421
44,0.0005761170691251395,0.0005778533282111688
45,0.000579552145015887,0.0005835435760004082
46,0.0005733768660647068,0.0005749728471768656
47,0.0005804344762923937,0.0005825686696033668
48,0.0005763321318241146,0.0005793309868875377
49,0.0005743757399782524,0.0005808758509918062
50,0.0005745542719762442,0.0005800182283481305
51,0.0005749651765415776,0.0005686392973514337
52,0.0005762875271137645,0.000574502069804143
53,0.0005753632857595502,0.0005829966106537687
54,0.0005821910928161707,0.0005828751903094202
55,0.0005758381673426126,0.0005749234457663528
56,0.0005767693987851567,0.0005752195710525045
57,0.0005816688652565652,0.0005764638802341731
58,0.0005742451794082335,0.0005886170754862157
59,0.0005773578028367206,0.0005740013211730054
60,0.0005756287111201356,0.0005837468501988627
61,0.0005759383982378255,0.0005833807330439402
62,0.0005771810814003824,0.0005861644930174125
63,0.0005763951665631937,0.0005842341456680034
64,0.0005777722518890197,0.0005773087543965285
65,0.0005751564433756842,0.0005717145952452295
66,0.0005776326434550138,0.000572822908248656
67,0.0005796988192194188,0.0005824490622269396
68,0.0005758052513036611,0.000583699642113228
69,0.0005759283699455732,0.0005743028545864569
70,0.0005764006870766404,0.0005789786682935197
71,0.0005808461712683195,0.0005755257336476326
72,0.0005785451010166232,0.0005755514517324794
73,0.0005747894912690255,0.0005825207148539437
74,0.00057392634863113,0.0005780931138339849
75,0.0005775767497171767,0.0005781751580338325
76,0.0005742664682983626,0.0005895680605417824
77,0.0005784039941848288,0.0005766714490875173
78,0.0005731217627315585,0.0005784784363390043
79,0.0005758627788451389,0.0005774552604028335
80,0.0005771806304595653,0.0005721846466948246
81,0.0005775728475564954,0.0005788484868598867
82,0.0005779286253654387,0.0005630363103727564
83,0.0005787730574990806,0.0005845968770773161
84,0.0005795481574540044,0.0005747341907492185
85,0.0005763376478427611,0.0005704245279842838
86,0.0005741448386151588,0.000576892298319773
87,0.0005784668689090255,0.0005749407443137647
88,0.0005766384007587209,0.0005736086596520724
89,0.0005763451873080295,0.000573995365592619
90,0.0005723965948925832,0.000575456770281468
91,0.0005755545608528519,0.0005771037041953625
92,0.0005774964968598372,0.0005751899005336708
93,0.0005692797388232396,0.000584939038099978
94,0.0005770836211561179,0.0005790377192964628
95,0.0005717955485416009,0.000578969942831338
96,0.0005788332125883096,0.0005832424667669225
97,0.0005785115189044862,0.0005779646831462909
98,0.0005765903669653971,0.0005738675755237218
99,0.000577532614938174,0.0005793877052351961
100,0.0005735858280839162,0.0005764644268509429
