,speed,label,position,diameter,BPFI,BPFO,FTF,BSF,dominant_fault
0,1797.0,OR,3,7,0.004983763,0.002284708,0.0047254935,0.0041814344,BPFI
1,1797.0,OR,3,7,0.003489906,0.0021788052,0.0035784384,0.0029568726,FTF
2,1797.0,OR,3,7,0.0038456968,0.0019659884,0.004711148,0.0038986062,FTF
3,1797.0,OR,3,7,0.0039230864,0.002027157,0.003691556,0.0032363015,BPFI
4,1797.0,B,,14,0.0077774455,0.0016488015,0.019379891,0.010694099,FTF
5,1797.0,B,,14,0.0049244976,0.0022332058,0.03242712,0.003953312,FTF
6,1797.0,B,,14,0.007872587,0.00199606,0.030624332,0.006581894,FTF
7,1797.0,B,,14,0.0053506456,0.0019707433,0.01842806,0.0037353789,FTF
8,1797.0,B,,14,0.006910607,0.0012803499,0.032036256,0.005062792,FTF
9,1797.0,B,3,14,0.011887589,0.0013563513,0.031015795,0.005575838,FTF
10,1797.0,OR,3,14,0.0031065675,0.011276551,0.025338704,0.0057549807,FTF
11,1797.0,OR,3,14,0.0023755943,0.008132308,0.032303505,0.007959218,FTF
12,1797.0,OR,3,14,0.0030263034,0.011148273,0.028640207,0.0044924673,FTF
13,1797.0,OR,,14,0.0069252714,0.01223842,0.030790342,0.0045063775,FTF
14,1797.0,OR,3,14,0.0035659233,0.011087866,0.028821098,0.0041827234,FTF
15,1797.0,B,,21,0.0074581155,0.0033319744,0.0054330593,0.004630437,BPFI
16,1797.0,B,,21,0.007510585,0.0031976094,0.026137445,0.0039254883,FTF
17,1797.0,B,,21,0.0053955475,0.001876708,0.027526952,0.011674812,FTF
18,1797.0,B,,21,0.0032923957,0.0017438831,0.004205109,0.0031448866,FTF
19,1797.0,B,6,21,0.013464808,0.0017593604,0.0047644945,0.005929785,BPFI
20,1797.0,OR,6,21,0.002337986,0.0075763157,0.0017006535,0.0005311011,BPFO
21,1797.0,OR,6,21,0.0015566788,0.005514831,0.0009530429,0.0008580604,BPFO
22,1797.0,OR,6,21,0.0022357851,0.006143414,0.0008215187,0.0008350818,BPFO
23,1797.0,OR,,21,0.0016981486,0.006804273,0.00072384195,0.0010660706,BPFO
24,1797.0,OR,6,21,0.0015081965,0.0063508186,0.0009176769,0.0010449901,BPFO
25,1797.0,B,,7,0.005788153,0.0026614496,0.004236674,0.0055339443,BPFI
26,1797.0,B,,7,0.00632153,0.0020821567,0.008312078,0.0042523243,FTF
27,1797.0,B,,7,0.006189883,0.0027614916,0.0055851117,0.0069423597,BSF
28,1797.0,B,,7,0.0054034684,0.0022894999,0.004323417,0.0048100455,BPFI
29,1797.0,IR,,21,0.015616983,0.0013927487,0.0008743896,0.0054178545,BPFI
30,1797.0,IR,,21,0.023675755,0.0011395455,0.0007269256,0.008884589,BPFI
31,1797.0,IR,,21,0.014413721,0.0014282049,0.0005643653,0.006317939,BPFI
32,1797.0,IR,,21,0.017814947,0.0009098062,0.0005160971,0.007987238,BPFI
33,1797.0,Normal,,,0.0029733048,0.0008478426,0.0020543728,0.001523674,BPFI
34,1797.0,Normal,,,0.0035607272,0.0010047619,0.002408689,0.0019308834,BPFI
35,1797.0,Normal,,,0.0031162829,0.0010314983,0.0018420009,0.0020988896,BPFI
36,1797.0,Normal,,,0.0033127964,0.00092850707,0.0021875761,0.002025617,BPFI
37,1797.0,Normal,,,0.0032658617,0.0010160004,0.0020344362,0.0024125467,BPFI
38,1797.0,Normal,,,0.0033392122,0.0011183744,0.0022169463,0.0020372705,BPFI
39,1797.0,Normal,,,0.003359203,0.0009870562,0.0019278048,0.0017367273,BPFI
40,1797.0,Normal,,,0.0036504932,0.0008396106,0.0021392931,0.002228068,BPFI
41,1797.0,Normal,6,,0.003550955,0.0009050605,0.0021866157,0.0022306007,BPFI
42,1797.0,OR,6,7,0.0075962413,0.007417889,0.0029220337,0.0030116742,BPFI
43,1797.0,OR,6,7,0.007224752,0.0038426463,0.0025309706,0.0035555195,BPFI
44,1797.0,OR,6,7,0.0067263506,0.003905157,0.0022990017,0.0015790329,BPFI
45,1797.0,OR,,7,0.008422924,0.0048043006,0.0044891485,0.0034295968,BPFI
46,1797.0,OR,6,7,0.00949456,0.004170331,0.0032845298,0.0037499166,BPFI
47,1797.0,IR,,14,0.0018288381,0.00028417542,0.00076597487,0.00048364545,BPFI
48,1797.0,IR,,14,0.0024484857,0.00025758514,0.0005853481,0.00085044815,BPFI
49,1797.0,IR,,14,0.0014579612,0.00027416678,0.0007260746,0.00034375023,BPFI
50,1797.0,IR,,14,0.0022178928,0.00019803332,0.0006197903,0.0002992264,BPFI
51,1797.0,IR,6,14,0.0020231362,0.00021925001,0.0006847163,0.00037094188,BPFI
52,1797.0,OR,6,14,0.0019190568,0.005268405,0.0017322783,0.0023037537,BPFO
53,1797.0,OR,6,14,0.0021739413,0.008363903,0.003934837,0.002995877,BPFO
54,1797.0,OR,6,14,0.003241212,0.0090893395,0.0052931462,0.0029073125,BPFO
55,1797.0,OR,6,14,0.0020404533,0.00859218,0.0037126334,0.0036031923,BPFO
56,1797.0,OR,12,14,0.0017203204,0.008370425,0.0036827805,0.0032261896,BPFO
57,1797.0,OR,12,7,0.0017620998,0.0011970014,0.002777889,0.0023421512,FTF
58,1797.0,OR,12,7,0.0047275643,0.001591998,0.0027533686,0.002400873,BPFI
59,1797.0,OR,12,7,0.0056013633,0.0015612647,0.0031727145,0.0052894973,BPFI
60,1797.0,OR,,7,0.0030089512,0.0013065765,0.0021566586,0.003174016,BSF
61,1797.0,OR,12,7,0.0029442096,0.0012278184,0.0018686032,0.0030289283,BSF
62,1797.0,IR,,7,0.0036633092,0.00022040549,0.0010487471,0.00042848484,BPFI
63,1797.0,IR,,7,0.0033166572,0.00017983609,0.0020779686,0.0003548999,BPFI
64,1797.0,IR,,7,0.0043114205,0.0002717556,0.0012428379,0.0003087698,BPFI
65,1797.0,IR,,7,0.0028183155,0.00033233,0.0011849434,0.0002549637,BPFI
66,1730.0,B,,14,0.012351861,0.008095892,0.06275457,0.01225807,FTF
67,1730.0,B,,14,0.006278642,0.0041493075,0.052635007,0.012536018,FTF
68,1730.0,B,,14,0.0063904994,0.0052709784,0.06572036,0.011605544,FTF
69,1730.0,B,,14,0.00667979,0.004189199,0.06969523,0.01208224,FTF
70,1730.0,B,3,14,0.0065270173,0.0036092796,0.064491004,0.012577977,FTF
71,1730.0,OR,3,7,0.0024871838,0.0022488923,0.0033902505,0.0030121347,FTF
72,1730.0,OR,3,7,0.0024009566,0.0023139347,0.0034475168,0.0030969344,FTF
